predicted_on,index,close,open,high,low,volume,ema_3,ema_5,ema_10,ema_30,sma_10,sma_30,sma_50,macd,rsi,time
2021-12-01,126,190.6056365966797,200.1000061035156,203.94998168945312,187.9999847412109,1719800.0,200.77999877929688,204.6499938964844,208.2400054931641,203.32000732421875,208.2400054931641,203.32000732421875,199.1100006103516,3.809999942779541,41.50958251953125,2021-12-02 00:00:00+00:00
2021-12-04,534,166.60122680664062,193.11000061035156,193.11000061035156,193.11000061035156,130.0,199.22999572753906,203.6000213623047,207.64999389648438,203.13999938964844,207.64999389648438,203.13999938964844,198.57000732421875,3.5300004482269287,40.32697677612305,2021-12-02 00:00:00+00:00
