predicted_on,index,close,open,high,low,volume,ema_3,ema_5,ema_10,ema_30,sma_10,sma_30,sma_50,macd,rsi,time
2021-12-01,126,20.846162796020508,20.950000762939453,21.250001907348636,20.11000061035156,38126800.0,20.850000381469727,20.979999542236328,21.5,23.059999465942383,21.5,23.059999465942383,23.68000030517578,-1.1299999952316284,17.274667739868164,2021-12-02 00:00:00+00:00
2021-12-04,295,20.237730026245117,21.145000457763672,21.149999618530273,21.049999237060547,25194.0,21.040000915527344,21.139999389648438,21.68000030517578,23.219999313354492,21.68000030517578,23.219999313354492,23.78999900817871,-1.1200000047683716,24.64065933227539,2021-12-02 00:00:00+00:00
