predicted_on,index,close,open,high,low,volume,ema_3,ema_5,ema_10,ema_30,sma_10,sma_30,sma_50,macd,rsi,time
2021-12-01,126,3445.8291015625,3563.5,3585.770263671875,3492.010009765625,3990000.0,3530.4599609375,3543.340087890625,3549.739990234375,3495.580078125,3549.739990234375,3495.580078125,3461.739990234375,40.57999801635742,51.21705627441406,2021-12-02 00:00:00+00:00
2021-12-04,597,3483.28955078125,3502.85498046875,3502.85498046875,3501.1201171875,283.0,3527.93994140625,3541.739990234375,3548.919921875,3495.320068359375,3548.919921875,3495.320068359375,3461.83984375,40.20999526977539,50.90483474731445,2021-12-02 00:00:00+00:00
