time,open,high,low,close,volume
2022-01-23 00:01:00,0.952,0.9533,0.9497,0.9508,27367.0
2022-01-23 00:02:00,0.9512,0.9512,0.9479,0.9484,24679.0
2022-01-23 00:03:00,0.9487,0.9496,0.9451,0.9461,31499.0
2022-01-23 00:04:00,0.946,0.946,0.9398,0.9398,21487.0
2022-01-23 00:05:00,0.9396,0.9433,0.9393,0.9429,52898.0
2022-01-23 00:06:00,0.9428,0.9452,0.9426,0.9452,11678.0
2022-01-23 00:07:00,0.9455,0.9519,0.9455,0.9519,55721.0
2022-01-23 00:08:00,0.952,0.9543,0.9513,0.9538,26012.0
2022-01-23 00:09:00,0.954,0.954,0.9493,0.9521,35983.0
2022-01-23 00:10:00,0.9526,0.9598,0.9524,0.9573,36012.0
2022-01-23 00:11:00,0.9583,0.9586,0.9522,0.9551,42433.0
2022-01-23 00:12:00,0.955,0.9556,0.9529,0.9539,30012.0
2022-01-23 00:13:00,0.9537,0.9537,0.9504,0.9522,11994.0
2022-01-23 00:14:00,0.9522,0.9527,0.9505,0.9512,15206.0
2022-01-23 00:15:00,0.9511,0.9514,0.9481,0.9491,36810.0
2022-01-23 00:16:00,0.9493,0.9523,0.9493,0.9519,9282.0
2022-01-23 00:17:00,0.9519,0.9519,0.948,0.9495,22905.0
2022-01-23 00:18:00,0.9496,0.9501,0.9464,0.9494,20159.0
2022-01-23 00:19:00,0.9498,0.9503,0.9489,0.9498,6829.0
2022-01-23 00:20:00,0.9501,0.9545,0.9501,0.9538,32697.0
2022-01-23 00:21:00,0.9543,0.9642,0.9529,0.9635,131249.0
2022-01-23 00:22:00,0.964,0.9669,0.9595,0.965,87032.0
2022-01-23 00:23:00,0.965,0.9677,0.9633,0.9655,37955.0
2022-01-23 00:24:00,0.9655,0.9686,0.9646,0.9658,58828.0
2022-01-23 00:25:00,0.9658,0.9687,0.9652,0.9687,25382.0
2022-01-23 00:26:00,0.9684,0.9696,0.9662,0.9665,36963.0
2022-01-23 00:27:00,0.9665,0.9703,0.9665,0.97,44637.0
2022-01-23 00:28:00,0.9699,0.9715,0.967,0.9674,22759.0
2022-01-23 00:29:00,0.9672,0.9684,0.9653,0.9661,15796.0
2022-01-23 00:30:00,0.966,0.9717,0.9646,0.9702,39539.0
2022-01-23 00:31:00,0.9708,0.9763,0.97,0.9732,262452.0
2022-01-23 00:32:00,0.9729,0.9745,0.9707,0.9707,52723.0
2022-01-23 00:33:00,0.9709,0.971,0.9634,0.9667,63012.0
2022-01-23 00:34:00,0.9671,0.9685,0.9664,0.967,31132.0
2022-01-23 00:35:00,0.9677,0.9682,0.9623,0.9646,62147.0
2022-01-23 00:36:00,0.965,0.9713,0.9641,0.9713,78295.0
2022-01-23 00:37:00,0.9718,0.9721,0.9678,0.9703,16949.0
2022-01-23 00:38:00,0.97,0.9703,0.9658,0.9672,54690.0
2022-01-23 00:39:00,0.9669,0.9709,0.9667,0.9709,11525.0
2022-01-23 00:40:00,0.971,0.9715,0.9677,0.9698,44876.0
2022-01-23 00:41:00,0.97,0.97,0.967,0.9684,38083.0
2022-01-23 00:42:00,0.9683,0.9695,0.9664,0.9665,20168.0
2022-01-23 00:43:00,0.9668,0.9691,0.966,0.9668,30486.0
