time,open,high,low,close,volume
2020-12-10 13:39:00,146.0,150.0,145.0,148.095,8645318
2020-12-10 13:40:00,147.98,150.0,144.01,148.8834,2616147
2020-12-10 13:41:00,148.99,153.82,148.68,152.0101,2418373
2020-12-10 13:42:00,152.1575,155.0,151.0,154.96,2250380
2020-12-10 13:43:00,154.97,160.0,154.0,160.0,2396560
2020-12-10 13:44:00,159.99,164.5,158.24,163.23,2169156
2020-12-10 13:45:00,163.49,165.0,161.97,163.93,1610919
2020-12-10 13:46:00,164.0,164.22,155.1,157.07,1893867
2020-12-10 13:47:00,157.0,160.74,157.0,159.0,1228165
2020-12-10 13:48:00,159.0,160.71,157.55,158.98,911097
2020-12-10 13:49:00,158.98,159.03,155.88,155.89,860010
2020-12-10 13:50:00,155.925,157.43,152.8,152.91,1189401
2020-12-10 13:51:00,152.83,153.95,151.6,153.605,1005226
2020-12-10 13:52:00,153.52,156.79,152.5,155.88,1019045
2020-12-10 13:53:00,155.65,157.0,154.0,154.64,738381
2020-12-10 13:54:00,155.55,155.55,152.36,152.42,625840
2020-12-10 13:55:00,152.61,153.5,150.7,152.9598,814385
2020-12-10 13:56:00,152.64,152.92,150.51,151.76,630592
2020-12-10 13:57:00,151.77,152.0,147.0,147.23,1298317
2020-12-10 13:58:00,147.1,149.0,146.67,148.0,945716
2020-12-10 13:59:00,148.1,150.0,147.53,148.5,692825
2020-12-10 14:00:00,148.33,148.5899,146.0,147.17,727889
2020-12-10 14:01:00,147.17,150.0,147.0,149.7,781710
2020-12-10 14:02:00,149.445,150.0,147.75,149.45,698877
2020-12-10 14:03:00,149.3,150.0,148.31,149.35,629586
2020-12-10 14:04:00,149.31,151.41,147.0,147.85,894339
2020-12-10 14:05:00,147.92,149.5,147.6,147.6,378432
2020-12-10 14:06:00,147.6,149.0,146.28,148.31,503371
2020-12-10 14:07:00,148.355,149.31,146.7,149.12,492371
2020-12-10 14:08:00,149.17,149.1799,147.13,148.4899,315472
2020-12-10 14:09:00,148.11,149.0,147.2801,148.6,317485
2020-12-10 14:10:00,148.55,148.87,147.58,148.4001,311402
2020-12-10 14:11:00,148.43,149.35,147.22,147.93,426152
2020-12-10 14:12:00,147.93,148.8,147.3,147.94,282983
2020-12-10 14:13:00,147.81,147.9599,146.05,146.8,485939
2020-12-10 14:14:00,146.83,147.0,145.18,145.33,577563
2020-12-10 14:15:00,145.39,145.7,142.1,142.24,1031217
2020-12-10 14:16:00,142.24,143.65,141.25,143.26,646353
2020-12-10 14:17:00,143.3999,143.95,142.0,142.63,382916
2020-12-10 14:18:00,142.55,145.44,142.23,145.0501,508645
2020-12-10 14:19:00,145.2,147.05,145.0,145.47,591520
2020-12-10 14:20:00,145.35,146.25,144.11,144.205,310486
2020-12-10 14:21:00,144.205,145.79,144.0,145.24,345213
2020-12-10 14:22:00,145.25,145.73,143.25,143.7703,342764
2020-12-10 14:23:00,143.8,144.21,142.6,142.7701,250228
2020-12-10 14:24:00,142.77,143.3899,142.0,142.19,358845
2020-12-10 14:25:00,142.19,144.0,141.74,143.83,517884
2020-12-10 14:26:00,143.99,144.0,141.5,142.4,466994
2020-12-10 14:27:00,142.517,143.8993,142.39,143.67,386546
2020-12-10 14:28:00,143.775,144.9,143.12,144.9,324747
2020-12-10 14:29:00,144.8981,145.71,144.51,144.6999,364547
2020-12-10 14:30:00,144.605,145.47,144.15,145.3499,244810
2020-12-10 14:31:00,145.18,146.75,145.04,146.5,376855
2020-12-10 14:32:00,146.5,147.47,146.0,147.1566,371624
2020-12-10 14:33:00,147.17,147.47,146.01,146.241,286160
2020-12-10 14:34:00,146.305,147.0,146.1,146.882,179172
2020-12-10 14:35:00,146.9,147.3,145.3,145.3001,279265
2020-12-10 14:36:00,145.4001,145.54,144.14,144.435,245769
2020-12-10 14:37:00,144.43,145.25,143.7601,145.0406,200843
2020-12-10 14:38:00,145.14,145.2399,143.9,144.52,189058
2020-12-10 14:39:00,144.11,144.4818,143.51,143.92,177446
2020-12-10 14:40:00,143.81,144.2,143.11,144.1999,159864
2020-12-10 14:41:00,144.175,144.98,144.15,144.38,150190
2020-12-10 14:42:00,144.38,145.0,144.18,144.8,136368
2020-12-10 14:43:00,144.7101,145.93,144.7101,145.85,198517
2020-12-10 14:44:00,145.8,146.54,145.75,146.18,305974
2020-12-10 14:45:00,146.2042,146.5,146.0,146.41,148281
2020-12-10 14:46:00,146.3812,146.7,145.85,145.93,214076
2020-12-10 14:47:00,145.97,146.31,145.5,145.89,132672
2020-12-10 14:48:00,145.97,146.68,145.6479,146.6454,182617
2020-12-10 14:49:00,146.585,147.39,146.02,146.3854,332976
2020-12-10 14:50:00,146.4473,146.65,145.7127,146.355,147366
2020-12-10 14:51:00,146.4,147.82,146.2501,147.21,294338
2020-12-10 14:52:00,147.29,147.9,147.01,147.89,183462
2020-12-10 14:53:00,147.835,148.47,147.75,147.905,360440
2020-12-10 14:54:00,147.92,148.4,147.8301,148.195,182676
2020-12-10 14:55:00,148.195,148.5,147.0,147.1764,292660
2020-12-10 14:56:00,147.035,147.6,146.5005,147.6,149597
2020-12-10 14:57:00,147.6,148.75,147.55,148.62,321265
2020-12-10 14:58:00,148.71,148.75,148.0,148.538,179082
2020-12-10 14:59:00,148.51,148.99,148.5,148.96,233513
2020-12-10 15:00:00,148.96,149.4,148.92,149.2799,303850
2020-12-10 15:01:00,149.24,154.75,148.66,148.8411,215350
