predicted_on,index,close,open,high,low,volume,ema_3,ema_5,ema_10,ema_30,sma_10,sma_30,sma_50,macd,rsi,time
2021-12-01,126,247.88720703125,282.4200134277344,288.8389892578125,273.9700012207031,4008000.25,280.260009765625,282.25,280.8800048828125,263.489990234375,280.8800048828125,263.489990234375,250.1099853515625,12.580000877380373,55.619266510009766,2021-12-02 00:00:00+00:00
2021-12-04,597,265.15057373046875,277.2749938964844,277.2749938964844,277.20001220703125,160.0,281.5400085449219,283.0799865722656,281.30999755859375,263.6499938964844,281.30999755859375,263.6499938964844,250.3400115966797,12.770000457763672,56.971290588378906,2021-12-02 00:00:00+00:00
