1643092680000,10.52000000,10.53000000,10.51000000,10.52000000,470.26000000,1643092739999,4947.30150000,12,466.20000000,4904.61190000,0
1643092740000,10.53000000,10.54000000,10.53000000,10.54000000,480.67000000,1643092799999,5064.37370000,20,480.67000000,5064.37370000,0
1643092800000,10.53000000,10.53000000,10.49000000,10.49000000,1318.74000000,1643092859999,13868.49790000,62,200.04000000,2100.48540000,0
1643092860000,10.49000000,10.50000000,10.48000000,10.50000000,188.54000000,1643092919999,1977.77560000,7,3.26000000,34.20900000,0
1643092920000,10.49000000,10.49000000,10.48000000,10.48000000,13.36000000,1643092979999,140.13010000,5,2.20000000,23.07800000,0
1643092980000,10.48000000,10.52000000,10.48000000,10.50000000,252.45000000,1643093039999,2651.46910000,26,162.61000000,1708.61470000,0
1643093040000,10.49000000,10.49000000,10.49000000,10.49000000,443.44000000,1643093099999,4651.68560000,15,181.33000000,1902.15170000,0
1643093100000,10.49000000,10.50000000,10.48000000,10.50000000,244.81000000,1643093159999,2565.70610000,13,10.52000000,110.34690000,0
1643093160000,10.50000000,10.52000000,10.50000000,10.52000000,300.99000000,1643093219999,3163.62600000,31,300.99000000,3163.62600000,0
1643093220000,10.52000000,10.52000000,10.51000000,10.51000000,426.70000000,1643093279999,4485.25760000,36,201.59000000,2119.35150000,0
1643093280000,10.51000000,10.53000000,10.51000000,10.53000000,187.71000000,1643093339999,1976.08960000,14,156.52000000,1647.76780000,0
1643093340000,10.53000000,10.53000000,10.52000000,10.53000000,112.94000000,1643093399999,1189.17390000,11,89.96000000,947.27880000,0
1643093400000,10.52000000,10.53000000,10.52000000,10.53000000,23.51000000,1643093459999,247.52250000,5,19.73000000,207.75690000,0
1643093460000,10.53000000,10.53000000,10.51000000,10.52000000,105.84000000,1643093519999,1112.69320000,9,1.20000000,12.63600000,0
1643093520000,10.53000000,10.53000000,10.51000000,10.51000000,86.07000000,1643093579999,904.94970000,10,12.30000000,129.51900000,0
1643093580000,10.51000000,10.54000000,10.51000000,10.54000000,117.33000000,1643093639999,1234.99870000,16,117.33000000,1234.99870000,0
1643093640000,10.54000000,10.54000000,10.53000000,10.53000000,115.09000000,1643093699999,1212.30360000,11,40.59000000,427.81860000,0
1643093700000,10.53000000,10.54000000,10.53000000,10.54000000,81.80000000,1643093759999,861.42010000,12,81.80000000,861.42010000,0
1643093760000,10.53000000,10.53000000,10.53000000,10.53000000,92.22000000,1643093819999,971.07660000,10,55.43000000,583.67790000,0
1643093820000,10.52000000,10.52000000,10.50000000,10.51000000,208.90000000,1643093879999,2196.15560000,13,71.12000000,747.47120000,0
1643093880000,10.51000000,10.52000000,10.49000000,10.51000000,183.71000000,1643093939999,1930.40730000,16,113.22000000,1190.40260000,0
1643093940000,10.51000000,10.51000000,10.48000000,10.49000000,118.05000000,1643093999999,1238.58870000,14,16.98000000,178.26920000,0
1643094000000,10.48000000,10.52000000,10.48000000,10.50000000,1431.70000000,1643094059999,15035.75740000,54,287.12000000,3015.12610000,0
1643094060000,10.49000000,10.49000000,10.47000000,10.48000000,409.27000000,1643094119999,4291.89270000,27,275.42000000,2888.96020000,0
1643094120000,10.49000000,10.49000000,10.48000000,10.49000000,78.47000000,1643094179999,822.57020000,10,20.46000000,214.62540000,0
1643094180000,10.49000000,10.49000000,10.48000000,10.48000000,68.00000000,1643094239999,712.65950000,5,6.15000000,64.47150000,0
1643094240000,10.48000000,10.48000000,10.46000000,10.46000000,268.80000000,1643094299999,2813.75460000,23,144.59000000,1513.87400000,0
1643094300000,10.46000000,10.48000000,10.46000000,10.47000000,391.32000000,1643094359999,4094.95110000,15,242.82000000,2540.29120000,0
1643094360000,10.47000000,10.48000000,10.45000000,10.45000000,326.49000000,1643094419999,3415.59640000,23,177.64000000,1858.18920000,0
1643094420000,10.45000000,10.47000000,10.44000000,10.46000000,1048.42000000,1643094479999,10958.01850000,50,199.93000000,2091.23560000,0
1643094480000,10.46000000,10.46000000,10.45000000,10.45000000,301.74000000,1643094539999,3154.43110000,14,207.88000000,2173.34410000,0
1643094540000,10.45000000,10.46000000,10.42000000,10.44000000,3934.87000000,1643094599999,41063.47600000,105,1267.63000000,13242.11730000,0
1643094600000,10.43000000,10.45000000,10.43000000,10.43000000,766.69000000,1643094659999,8000.35630000,39,266.62000000,2782.17080000,0
1643094660000,10.43000000,10.44000000,10.42000000,10.42000000,151.14000000,1643094719999,1575.98700000,10,84.19000000,878.11800000,0
1643094720000,10.42000000,10.44000000,10.42000000,10.43000000,278.24000000,1643094779999,2902.27980000,17,183.38000000,1912.94390000,0
1643094780000,10.43000000,10.43000000,10.43000000,10.43000000,129.23000000,1643094839999,1347.86890000,5,1.06000000,11.05580000,0
1643094840000,10.43000000,10.44000000,10.43000000,10.43000000,84.78000000,1643094899999,884.29180000,5,83.32000000,869.06400000,0
1643094900000,10.43000000,10.47000000,10.43000000,10.46000000,1029.95000000,1643094959999,10771.08670000,60,750.83000000,7852.15930000,0
1643094960000,10.46000000,10.47000000,10.43000000,10.45000000,1592.82000000,1643095019999,16621.21480000,38,140.34000000,1466.01450000,0
1643095020000,10.45000000,10.46000000,10.44000000,10.44000000,103.49000000,1643095079999,1081.47880000,6,14.01000000,146.54460000,0
1643095080000,10.45000000,10.45000000,10.44000000,10.44000000,34.90000000,1643095139999,364.58220000,3,22.62000000,236.37900000,0
1643095140000,10.45000000,10.47000000,10.45000000,10.47000000,1441.90000000,1643095199999,15074.95910000,55,701.41000000,7332.30030000,0
1643095200000,10.46000000,10.48000000,10.46000000,10.48000000,75.30000000,1643095259999,788.23810000,15,43.37000000,454.25030000,0
1643095260000,10.47000000,10.47000000,10.46000000,10.47000000,112.63000000,1643095319999,1179.02130000,9,3.95000000,41.35650000,0
1643095320000,10.47000000,10.48000000,10.47000000,10.48000000,196.26000000,1643095379999,2056.21590000,16,171.29000000,1794.78000000,0
1643095380000,10.48000000,10.49000000,10.47000000,10.47000000,584.36000000,1643095439999,6120.21480000,35,79.39000000,832.36510000,0
1643095440000,10.48000000,10.50000000,10.48000000,10.50000000,547.02000000,1643095499999,5739.63860000,34,500.14000000,5247.89440000,0
1643095500000,10.50000000,10.51000000,10.49000000,10.51000000,739.02000000,1643095559999,7759.67990000,24,666.81000000,7001.99050000,0
1643095560000,10.50000000,10.51000000,10.49000000,10.49000000,43.15000000,1643095619999,452.79000000,6,14.56000000,152.88090000,0
1643095620000,10.49000000,10.53000000,10.49000000,10.53000000,411.09000000,1643095679999,4320.10880000,38,249.26000000,2619.07320000,0
1643095680000,10.53000000,10.53000000,10.52000000,10.52000000,199.35000000,1643095739999,2099.12490000,9,196.29000000,2066.93370000,0
